date,sku,warehouse,quantity,status,lead_time_days
2025-01-08,SKU-001,WH-EAST,80,DELIVERED,5
2025-01-08,SKU-002,WH-WEST,15,DELIVERED,2
2025-01-08,SKU-003,WH-EAST,14,DELIVERED,5
2025-01-08,SKU-004,WH-SOUTH,35,DELIVERED,5
2025-01-08,SKU-005,WH-SOUTH,59,DELIVERED,4
2025-01-08,SKU-006,WH-SOUTH,53,DELIVERED,6
2025-01-08,SKU-008,WH-WEST,13,DELIVERED,7
2025-01-08,SKU-009,WH-WEST,94,DELIVERED,6
2025-01-08,SKU-010,WH-SOUTH,38,DELIVERED,5
2025-01-09,SKU-001,WH-SOUTH,37,DELIVERED,8
2025-01-09,SKU-002,WH-WEST,30,DELIVERED,9
2025-01-09,SKU-004,WH-NORTH,12,DELIVERED,5
2025-01-09,SKU-006,WH-WEST,72,DELIVERED,5
2025-01-09,SKU-007,WH-SOUTH,36,DELIVERED,2
2025-01-09,SKU-008,WH-WEST,62,DELIVERED,6
2025-01-09,SKU-009,WH-SOUTH,48,DELIVERED,9
2025-01-09,SKU-010,WH-WEST,91,DELIVERED,3
2025-01-10,SKU-002,WH-WEST,77,DELIVERED,3
2025-01-10,SKU-003,WH-NORTH,52,DELIVERED,4
2025-01-10,SKU-004,WH-SOUTH,74,DELIVERED,9
2025-01-10,SKU-006,WH-SOUTH,70,DELIVERED,3
2025-01-10,SKU-008,WH-WEST,43,DELIVERED,6
2025-01-10,SKU-009,WH-EAST,23,DELIVERED,4
2025-01-10,SKU-010,WH-WEST,30,DELIVERED,5
2025-01-11,SKU-001,WH-WEST,78,DELIVERED,7
2025-01-11,SKU-003,WH-SOUTH,94,DELIVERED,2
2025-01-11,SKU-007,WH-WEST,59,DELIVERED,6
2025-01-11,SKU-008,WH-NORTH,29,DELIVERED,5
2025-01-11,SKU-010,WH-SOUTH,84,DELIVERED,8
2025-01-12,SKU-001,WH-EAST,86,DELIVERED,6
2025-01-12,SKU-002,WH-NORTH,29,DELIVERED,6
2025-01-12,SKU-004,WH-WEST,16,DELIVERED,4
2025-01-12,SKU-005,WH-EAST,91,DELIVERED,3
2025-01-12,SKU-006,WH-NORTH,63,DELIVERED,8
2025-01-12,SKU-007,WH-NORTH,30,DELIVERED,3
2025-01-12,SKU-009,WH-NORTH,85,DELIVERED,2
2025-01-13,SKU-001,WH-WEST,37,DELIVERED,7
2025-01-13,SKU-002,WH-WEST,52,DELIVERED,9
2025-01-13,SKU-003,WH-WEST,88,DELIVERED,4
2025-01-13,SKU-004,WH-SOUTH,74,DELIVERED,2
2025-01-13,SKU-005,WH-EAST,50,DELIVERED,3
2025-01-13,SKU-006,WH-EAST,42,DELIVERED,2
2025-01-13,SKU-007,WH-WEST,91,DELIVERED,6
2025-01-13,SKU-008,WH-EAST,59,DELIVERED,5
2025-01-13,SKU-009,WH-WEST,94,DELIVERED,7
2025-01-14,SKU-001,WH-SOUTH,67,DELIVERED,9
2025-01-14,SKU-003,WH-SOUTH,26,DELIVERED,7
2025-01-14,SKU-005,WH-NORTH,17,DELIVERED,5
2025-01-14,SKU-006,WH-NORTH,54,DELIVERED,3
2025-01-14,SKU-007,WH-NORTH,32,DELIVERED,6
2025-01-14,SKU-008,WH-NORTH,72,DELIVERED,7
2025-01-14,SKU-010,WH-WEST,68,DELIVERED,4
2025-01-15,SKU-002,WH-EAST,98,DELIVERED,2
2025-01-15,SKU-003,WH-EAST,61,DELIVERED,2
2025-01-15,SKU-004,WH-SOUTH,20,DELIVERED,4
2025-01-15,SKU-005,WH-EAST,92,DELIVERED,4
2025-01-15,SKU-006,WH-EAST,59,DELIVERED,3
2025-01-15,SKU-007,WH-EAST,68,DELIVERED,3
2025-01-15,SKU-008,WH-WEST,55,DELIVERED,3
2025-01-15,SKU-009,WH-WEST,31,DELIVERED,7
2025-01-16,SKU-001,WH-SOUTH,61,DELIVERED,3
2025-01-16,SKU-003,WH-WEST,24,DELIVERED,5
2025-01-16,SKU-006,WH-SOUTH,44,DELIVERED,9
2025-01-16,SKU-010,WH-WEST,59,DELIVERED,7
2025-01-17,SKU-001,WH-NORTH,34,DELIVERED,9
2025-01-17,SKU-002,WH-SOUTH,26,DELIVERED,8
2025-01-17,SKU-005,WH-EAST,19,DELIVERED,5
2025-01-17,SKU-006,WH-NORTH,99,DELIVERED,5
2025-01-17,SKU-008,WH-NORTH,65,DELIVERED,2
2025-01-17,SKU-009,WH-EAST,24,DELIVERED,7
2025-01-18,SKU-003,WH-NORTH,41,DELIVERED,7
2025-01-18,SKU-005,WH-SOUTH,95,DELIVERED,7
2025-01-18,SKU-006,WH-NORTH,39,DELIVERED,4
2025-01-18,SKU-010,WH-WEST,46,DELIVERED,3
2025-01-19,SKU-001,WH-SOUTH,29,DELIVERED,4
2025-01-19,SKU-002,WH-NORTH,35,DELIVERED,8
2025-01-19,SKU-003,WH-EAST,33,DELIVERED,2
2025-01-19,SKU-004,WH-NORTH,98,DELIVERED,2
2025-01-19,SKU-005,WH-EAST,84,DELIVERED,5
2025-01-19,SKU-006,WH-EAST,11,DELIVERED,8
2025-01-19,SKU-007,WH-NORTH,13,DELIVERED,4
2025-01-19,SKU-008,WH-NORTH,21,DELIVERED,6
2025-01-19,SKU-009,WH-WEST,92,DELIVERED,6
2025-01-20,SKU-003,WH-NORTH,24,DELIVERED,5
2025-01-20,SKU-004,WH-WEST,33,DELIVERED,4
2025-01-20,SKU-005,WH-EAST,71,DELIVERED,6
2025-01-20,SKU-007,WH-WEST,81,DELIVERED,9
2025-01-20,SKU-008,WH-EAST,49,DELIVERED,5
2025-01-20,SKU-009,WH-SOUTH,12,DELIVERED,2
2025-01-21,SKU-001,WH-EAST,23,DELIVERED,5
2025-01-21,SKU-005,WH-SOUTH,89,DELIVERED,6
2025-01-21,SKU-007,WH-EAST,84,DELIVERED,8
2025-01-21,SKU-008,WH-EAST,31,DELIVERED,4
2025-01-21,SKU-009,WH-EAST,41,DELIVERED,4
2025-01-21,SKU-010,WH-WEST,22,DELIVERED,5
2025-01-22,SKU-001,WH-NORTH,78,DELIVERED,2
2025-01-22,SKU-002,WH-NORTH,96,DELIVERED,5
2025-01-22,SKU-003,WH-EAST,59,DELIVERED,5
2025-01-22,SKU-005,WH-EAST,99,DELIVERED,4
2025-01-22,SKU-006,WH-NORTH,87,DELIVERED,8
2025-01-22,SKU-007,WH-WEST,50,DELIVERED,4
2025-01-22,SKU-008,WH-EAST,81,DELIVERED,5
2025-01-22,SKU-009,WH-SOUTH,42,DELIVERED,8
2025-01-22,SKU-010,WH-WEST,96,DELIVERED,5
2025-01-23,SKU-002,WH-NORTH,26,DELIVERED,7
2025-01-23,SKU-004,WH-WEST,13,DELIVERED,3
2025-01-23,SKU-005,WH-WEST,51,DELIVERED,2
2025-01-23,SKU-006,WH-WEST,30,DELIVERED,4
2025-01-23,SKU-008,WH-WEST,14,DELIVERED,4
2025-01-23,SKU-009,WH-WEST,39,DELIVERED,5
2025-01-23,SKU-010,WH-WEST,47,DELIVERED,7
2025-01-24,SKU-002,WH-SOUTH,47,DELIVERED,3
2025-01-24,SKU-003,WH-NORTH,94,DELIVERED,8
2025-01-24,SKU-004,WH-NORTH,34,DELIVERED,8
2025-01-24,SKU-005,WH-WEST,53,DELIVERED,2
2025-01-24,SKU-006,WH-WEST,78,DELIVERED,6
2025-01-24,SKU-009,WH-WEST,36,DELIVERED,4
2025-01-25,SKU-002,WH-EAST,57,DELIVERED,2
2025-01-25,SKU-003,WH-WEST,54,DELIVERED,9
2025-01-25,SKU-004,WH-NORTH,27,DELIVERED,5
2025-01-25,SKU-006,WH-WEST,18,DELIVERED,3
2025-01-25,SKU-007,WH-SOUTH,93,DELIVERED,9
2025-01-25,SKU-008,WH-EAST,71,DELIVERED,6
2025-01-25,SKU-009,WH-EAST,82,DELIVERED,5
2025-01-25,SKU-010,WH-WEST,33,DELIVERED,3
2025-01-26,SKU-002,WH-NORTH,47,DELIVERED,5
2025-01-26,SKU-003,WH-NORTH,78,DELIVERED,2
2025-01-26,SKU-004,WH-WEST,82,DELIVERED,2
2025-01-26,SKU-006,WH-NORTH,64,DELIVERED,5
2025-01-26,SKU-007,WH-WEST,76,DELIVERED,8
2025-01-26,SKU-008,WH-SOUTH,97,DELIVERED,4
2025-01-26,SKU-009,WH-EAST,56,DELIVERED,4
2025-01-26,SKU-010,WH-NORTH,98,DELIVERED,5
2025-01-27,SKU-001,WH-WEST,35,DELIVERED,4
2025-01-27,SKU-002,WH-EAST,31,DELIVERED,3
2025-01-27,SKU-003,WH-WEST,87,DELIVERED,8
2025-01-27,SKU-004,WH-SOUTH,29,DELIVERED,4
2025-01-27,SKU-005,WH-NORTH,92,DELIVERED,2
2025-01-27,SKU-006,WH-EAST,70,DELIVERED,7
2025-01-27,SKU-008,WH-WEST,13,DELIVERED,4
2025-01-27,SKU-010,WH-WEST,75,DELIVERED,7
2025-01-28,SKU-002,WH-WEST,38,DELIVERED,4
2025-01-28,SKU-007,WH-SOUTH,43,DELIVERED,6
2025-01-28,SKU-008,WH-EAST,74,DELIVERED,3
2025-01-28,SKU-009,WH-WEST,42,DELIVERED,2
2025-01-28,SKU-010,WH-NORTH,79,DELIVERED,3
2025-01-29,SKU-001,WH-NORTH,48,DELIVERED,2
2025-01-29,SKU-004,WH-NORTH,26,DELIVERED,9
2025-01-29,SKU-006,WH-NORTH,55,DELIVERED,9
2025-01-29,SKU-007,WH-SOUTH,54,DELIVERED,9
2025-01-29,SKU-008,WH-WEST,87,DELIVERED,2
2025-01-29,SKU-010,WH-WEST,96,DELIVERED,5
2025-01-30,SKU-001,WH-WEST,46,DELIVERED,5
2025-01-30,SKU-003,WH-EAST,58,DELIVERED,2
2025-01-30,SKU-004,WH-WEST,71,DELIVERED,8
2025-01-30,SKU-005,WH-NORTH,29,DELIVERED,4
2025-01-30,SKU-007,WH-NORTH,76,DELIVERED,7
2025-01-30,SKU-008,WH-WEST,53,DELIVERED,2
2025-01-30,SKU-009,WH-EAST,67,DELIVERED,4
2025-01-30,SKU-010,WH-SOUTH,65,DELIVERED,6
2025-01-31,SKU-001,WH-NORTH,11,DELIVERED,3
2025-01-31,SKU-003,WH-EAST,27,DELIVERED,2
2025-01-31,SKU-004,WH-WEST,74,DELIVERED,2
2025-01-31,SKU-005,WH-WEST,85,DELIVERED,5
2025-01-31,SKU-007,WH-NORTH,32,DELIVERED,9
2025-01-31,SKU-008,WH-WEST,65,DELIVERED,8
2025-01-31,SKU-010,WH-WEST,97,DELIVERED,7
2025-02-01,SKU-001,WH-EAST,84,DELIVERED,3
2025-02-01,SKU-002,WH-EAST,97,DELIVERED,6
2025-02-01,SKU-003,WH-SOUTH,66,DELIVERED,6
2025-02-01,SKU-004,WH-EAST,52,DELIVERED,9
2025-02-01,SKU-005,WH-SOUTH,77,DELIVERED,2
2025-02-01,SKU-008,WH-NORTH,42,DELIVERED,9
2025-02-01,SKU-009,WH-NORTH,87,DELIVERED,5
2025-02-01,SKU-010,WH-WEST,26,DELIVERED,2
2025-02-02,SKU-001,WH-NORTH,71,DELIVERED,9
2025-02-02,SKU-003,WH-SOUTH,35,DELIVERED,6
2025-02-02,SKU-004,WH-EAST,59,DELIVERED,8
2025-02-02,SKU-005,WH-SOUTH,37,DELIVERED,8
2025-02-02,SKU-006,WH-NORTH,58,DELIVERED,7
2025-02-02,SKU-007,WH-NORTH,62,DELIVERED,9
2025-02-02,SKU-008,WH-WEST,61,DELIVERED,3
2025-02-02,SKU-009,WH-NORTH,38,DELIVERED,9
2025-02-02,SKU-010,WH-SOUTH,97,DELIVERED,7
2025-02-03,SKU-003,WH-SOUTH,97,DELIVERED,3
2025-02-03,SKU-007,WH-WEST,81,DELIVERED,2
2025-02-03,SKU-010,WH-SOUTH,22,DELIVERED,6
2025-02-04,SKU-001,WH-SOUTH,14,DELIVERED,6
2025-02-04,SKU-003,WH-NORTH,23,DELIVERED,2
2025-02-04,SKU-004,WH-SOUTH,56,DELIVERED,3
2025-02-04,SKU-005,WH-WEST,16,DELIVERED,7
2025-02-04,SKU-008,WH-EAST,55,DELIVERED,4
2025-02-04,SKU-010,WH-SOUTH,13,DELIVERED,8
2025-02-05,SKU-002,WH-EAST,26,DELIVERED,7
2025-02-05,SKU-003,WH-EAST,42,DELIVERED,6
2025-02-05,SKU-004,WH-NORTH,49,DELIVERED,5
2025-02-05,SKU-007,WH-EAST,41,DELIVERED,7
2025-02-05,SKU-009,WH-WEST,30,DELIVERED,7
2025-02-06,SKU-001,WH-NORTH,77,DELIVERED,4
2025-02-06,SKU-003,WH-EAST,62,DELIVERED,5
2025-02-06,SKU-005,WH-NORTH,31,DELIVERED,7
2025-02-06,SKU-006,WH-WEST,91,DELIVERED,5
2025-02-06,SKU-007,WH-WEST,96,DELIVERED,6
2025-02-06,SKU-009,WH-WEST,46,DELIVERED,6
2025-02-06,SKU-010,WH-EAST,85,DELIVERED,4
2025-02-07,SKU-001,WH-EAST,24,DELIVERED,6
2025-02-07,SKU-002,WH-NORTH,35,DELIVERED,9
2025-02-07,SKU-003,WH-EAST,67,DELIVERED,4
2025-02-07,SKU-005,WH-SOUTH,67,DELIVERED,4
2025-02-07,SKU-006,WH-SOUTH,17,DELIVERED,7
2025-02-07,SKU-007,WH-NORTH,89,DELIVERED,5
2025-02-07,SKU-008,WH-WEST,91,DELIVERED,5
2025-02-07,SKU-009,WH-EAST,50,DELIVERED,3
2025-02-07,SKU-010,WH-EAST,27,DELIVERED,9
2025-02-08,SKU-001,WH-SOUTH,91,DELIVERED,6
2025-02-08,SKU-003,WH-EAST,39,DELIVERED,9
2025-02-08,SKU-004,WH-WEST,78,DELIVERED,3
2025-02-08,SKU-006,WH-SOUTH,45,DELIVERED,2
2025-02-08,SKU-007,WH-EAST,75,DELIVERED,4
2025-02-08,SKU-008,WH-WEST,87,DELIVERED,4
2025-02-08,SKU-009,WH-EAST,63,DELIVERED,9
2025-02-08,SKU-010,WH-WEST,89,DELIVERED,9
2025-02-09,SKU-002,WH-SOUTH,19,DELIVERED,3
2025-02-09,SKU-003,WH-SOUTH,66,DELIVERED,9
2025-02-09,SKU-004,WH-EAST,24,DELIVERED,7
2025-02-09,SKU-005,WH-SOUTH,40,DELIVERED,6
2025-02-09,SKU-006,WH-SOUTH,34,DELIVERED,8
2025-02-09,SKU-008,WH-SOUTH,71,DELIVERED,9
2025-02-09,SKU-009,WH-NORTH,88,DELIVERED,4
2025-02-09,SKU-010,WH-SOUTH,75,DELIVERED,6
2025-02-10,SKU-003,WH-NORTH,27,DELIVERED,3
2025-02-10,SKU-004,WH-SOUTH,14,DELIVERED,7
2025-02-10,SKU-005,WH-NORTH,92,DELIVERED,6
2025-02-10,SKU-007,WH-EAST,29,DELIVERED,7
2025-02-10,SKU-010,WH-WEST,34,DELIVERED,8
2025-02-11,SKU-001,WH-EAST,25,DELIVERED,7
2025-02-11,SKU-005,WH-SOUTH,35,DELIVERED,6
2025-02-11,SKU-006,WH-WEST,28,DELIVERED,2
2025-02-11,SKU-008,WH-NORTH,37,DELIVERED,8
2025-02-11,SKU-009,WH-WEST,19,DELIVERED,9
2025-02-11,SKU-010,WH-WEST,52,DELIVERED,7
2025-02-12,SKU-001,WH-EAST,52,DELIVERED,4
2025-02-12,SKU-002,WH-WEST,48,DELIVERED,6
2025-02-12,SKU-003,WH-EAST,52,DELIVERED,7
2025-02-12,SKU-004,WH-NORTH,52,DELIVERED,2
2025-02-12,SKU-005,WH-EAST,43,DELIVERED,4
2025-02-12,SKU-007,WH-WEST,32,DELIVERED,7
2025-02-12,SKU-008,WH-EAST,42,DELIVERED,9
2025-02-12,SKU-009,WH-EAST,46,DELIVERED,6
2025-02-12,SKU-010,WH-WEST,81,DELIVERED,9
2025-02-13,SKU-004,WH-NORTH,62,DELIVERED,9
2025-02-13,SKU-005,WH-SOUTH,64,DELIVERED,9
2025-02-13,SKU-006,WH-SOUTH,50,DELIVERED,4
2025-02-13,SKU-010,WH-NORTH,76,DELIVERED,5
2025-02-14,SKU-001,WH-WEST,37,DELIVERED,2
2025-02-14,SKU-002,WH-NORTH,57,DELIVERED,2
2025-02-14,SKU-004,WH-WEST,32,DELIVERED,4
2025-02-14,SKU-006,WH-SOUTH,64,DELIVERED,2
2025-02-14,SKU-008,WH-SOUTH,70,DELIVERED,9
2025-02-14,SKU-009,WH-EAST,16,DELIVERED,7
2025-02-15,SKU-001,WH-NORTH,46,DELIVERED,6
2025-02-15,SKU-002,WH-NORTH,50,DELIVERED,5
2025-02-15,SKU-003,WH-NORTH,68,DELIVERED,3
2025-02-15,SKU-007,WH-WEST,56,DELIVERED,8
2025-02-15,SKU-008,WH-NORTH,44,DELIVERED,6
2025-02-15,SKU-009,WH-EAST,29,DELIVERED,2
2025-02-15,SKU-010,WH-EAST,74,DELIVERED,8
2025-02-16,SKU-001,WH-SOUTH,28,DELIVERED,6
2025-02-16,SKU-002,WH-EAST,72,DELIVERED,9
2025-02-16,SKU-003,WH-SOUTH,72,DELIVERED,3
2025-02-16,SKU-004,WH-WEST,90,DELIVERED,8
2025-02-16,SKU-006,WH-NORTH,53,DELIVERED,3
2025-02-16,SKU-007,WH-EAST,59,DELIVERED,4
2025-02-16,SKU-008,WH-EAST,97,DELIVERED,6
2025-02-17,SKU-001,WH-NORTH,42,DELIVERED,7
2025-02-17,SKU-002,WH-WEST,33,DELIVERED,9
2025-02-17,SKU-003,WH-SOUTH,96,DELIVERED,4
2025-02-17,SKU-004,WH-EAST,95,DELIVERED,9
2025-02-17,SKU-006,WH-NORTH,67,DELIVERED,9
2025-02-17,SKU-007,WH-NORTH,77,DELIVERED,8
2025-02-17,SKU-009,WH-WEST,45,DELIVERED,8
2025-02-17,SKU-010,WH-NORTH,20,DELIVERED,8
2025-02-18,SKU-001,WH-SOUTH,14,DELIVERED,7
2025-02-18,SKU-002,WH-NORTH,24,DELIVERED,6
2025-02-18,SKU-003,WH-EAST,78,DELIVERED,4
2025-02-18,SKU-004,WH-WEST,16,DELIVERED,4
2025-02-18,SKU-005,WH-SOUTH,21,DELIVERED,4
2025-02-18,SKU-006,WH-WEST,45,DELIVERED,2
2025-02-18,SKU-007,WH-WEST,54,DELIVERED,9
2025-02-18,SKU-009,WH-NORTH,45,DELIVERED,3
2025-02-18,SKU-010,WH-SOUTH,74,DELIVERED,9
2025-02-19,SKU-002,WH-EAST,81,DELIVERED,9
2025-02-19,SKU-003,WH-EAST,93,DELIVERED,3
2025-02-19,SKU-005,WH-EAST,30,DELIVERED,6
2025-02-19,SKU-006,WH-WEST,40,DELIVERED,3
2025-02-19,SKU-007,WH-NORTH,59,DELIVERED,6
2025-02-20,SKU-001,WH-NORTH,60,DELIVERED,6
2025-02-20,SKU-002,WH-EAST,39,DELIVERED,6
2025-02-20,SKU-003,WH-EAST,63,DELIVERED,6
2025-02-20,SKU-004,WH-WEST,36,DELIVERED,3
2025-02-20,SKU-005,WH-SOUTH,15,DELIVERED,8
2025-02-20,SKU-007,WH-SOUTH,70,DELIVERED,7
2025-02-20,SKU-008,WH-EAST,87,DELIVERED,3
2025-02-20,SKU-009,WH-SOUTH,66,DELIVERED,5
2025-02-21,SKU-001,WH-EAST,41,DELIVERED,3
2025-02-21,SKU-003,WH-WEST,38,DELIVERED,4
2025-02-21,SKU-004,WH-EAST,97,DELIVERED,9
2025-02-21,SKU-007,WH-SOUTH,31,DELIVERED,6
2025-02-21,SKU-008,WH-EAST,46,DELIVERED,7
2025-02-21,SKU-010,WH-NORTH,64,DELIVERED,3
2025-02-22,SKU-001,WH-WEST,78,DELIVERED,9
2025-02-22,SKU-002,WH-SOUTH,16,DELIVERED,3
2025-02-22,SKU-003,WH-SOUTH,95,DELIVERED,5
2025-02-22,SKU-005,WH-EAST,29,DELIVERED,7
2025-02-22,SKU-006,WH-SOUTH,55,DELIVERED,9
2025-02-22,SKU-007,WH-SOUTH,89,DELIVERED,5
2025-02-22,SKU-008,WH-EAST,62,DELIVERED,5
2025-02-22,SKU-009,WH-NORTH,19,DELIVERED,5
2025-02-22,SKU-010,WH-SOUTH,81,DELIVERED,5
2025-02-23,SKU-005,WH-NORTH,28,DELIVERED,7
2025-02-23,SKU-006,WH-NORTH,72,DELIVERED,3
2025-02-23,SKU-007,WH-NORTH,44,DELIVERED,5
2025-02-23,SKU-009,WH-EAST,52,DELIVERED,7
2025-02-23,SKU-010,WH-NORTH,32,DELIVERED,6
2025-02-24,SKU-001,WH-WEST,21,DELIVERED,7
2025-02-24,SKU-002,WH-EAST,16,DELIVERED,9
2025-02-24,SKU-003,WH-NORTH,59,DELIVERED,3
2025-02-24,SKU-004,WH-SOUTH,57,DELIVERED,5
2025-02-24,SKU-005,WH-SOUTH,85,DELIVERED,3
2025-02-24,SKU-007,WH-WEST,79,DELIVERED,9
2025-02-24,SKU-008,WH-EAST,92,DELIVERED,2
2025-02-24,SKU-009,WH-EAST,90,DELIVERED,8
2025-02-24,SKU-010,WH-WEST,94,DELIVERED,4
2025-02-25,SKU-002,WH-EAST,23,DELIVERED,4
2025-02-25,SKU-003,WH-SOUTH,24,DELIVERED,9
2025-02-25,SKU-004,WH-NORTH,80,DELIVERED,9
2025-02-25,SKU-006,WH-SOUTH,10,DELIVERED,9
2025-02-25,SKU-007,WH-WEST,35,DELIVERED,3
2025-02-25,SKU-010,WH-SOUTH,61,DELIVERED,8
2025-02-26,SKU-001,WH-SOUTH,13,DELIVERED,4
2025-02-26,SKU-003,WH-SOUTH,59,DELIVERED,6
2025-02-26,SKU-004,WH-EAST,38,DELIVERED,7
2025-02-26,SKU-005,WH-EAST,94,DELIVERED,9
2025-02-26,SKU-007,WH-WEST,53,DELIVERED,4
2025-02-27,SKU-001,WH-SOUTH,85,DELIVERED,8
2025-02-27,SKU-003,WH-SOUTH,67,DELIVERED,7
2025-02-27,SKU-006,WH-WEST,78,DELIVERED,9
2025-02-27,SKU-009,WH-WEST,18,DELIVERED,6
2025-02-27,SKU-010,WH-WEST,42,DELIVERED,8
2025-02-28,SKU-001,WH-WEST,23,DELIVERED,7
2025-02-28,SKU-002,WH-SOUTH,20,DELIVERED,7
2025-02-28,SKU-004,WH-NORTH,26,DELIVERED,7
2025-02-28,SKU-006,WH-NORTH,51,DELIVERED,2
2025-02-28,SKU-007,WH-NORTH,37,DELIVERED,9
2025-02-28,SKU-009,WH-SOUTH,23,DELIVERED,2
2025-03-01,SKU-001,WH-SOUTH,47,DELIVERED,4
2025-03-01,SKU-002,WH-SOUTH,83,DELIVERED,6
2025-03-01,SKU-004,WH-SOUTH,73,DELIVERED,2
2025-03-01,SKU-005,WH-SOUTH,83,DELIVERED,9
2025-03-01,SKU-006,WH-SOUTH,27,DELIVERED,8
2025-03-01,SKU-007,WH-SOUTH,76,DELIVERED,2
2025-03-01,SKU-008,WH-EAST,11,DELIVERED,6
2025-03-01,SKU-009,WH-NORTH,84,DELIVERED,3
2025-03-01,SKU-010,WH-NORTH,65,DELIVERED,4
2025-03-02,SKU-001,WH-SOUTH,43,DELIVERED,3
2025-03-02,SKU-002,WH-EAST,21,DELIVERED,2
2025-03-02,SKU-006,WH-SOUTH,66,DELIVERED,6
2025-03-02,SKU-007,WH-SOUTH,59,DELIVERED,6
2025-03-02,SKU-008,WH-SOUTH,98,DELIVERED,8
2025-03-02,SKU-009,WH-WEST,79,DELIVERED,5
2025-03-02,SKU-010,WH-NORTH,97,DELIVERED,2
2025-03-03,SKU-001,WH-EAST,90,DELIVERED,7
2025-03-03,SKU-003,WH-WEST,58,DELIVERED,4
2025-03-03,SKU-005,WH-SOUTH,45,DELIVERED,6
2025-03-03,SKU-006,WH-NORTH,63,DELIVERED,6
2025-03-03,SKU-008,WH-WEST,53,DELIVERED,8
2025-03-03,SKU-009,WH-NORTH,60,DELIVERED,7
2025-03-03,SKU-010,WH-SOUTH,67,DELIVERED,8
2025-03-04,SKU-002,WH-NORTH,83,DELIVERED,6
2025-03-04,SKU-003,WH-SOUTH,55,DELIVERED,7
2025-03-04,SKU-004,WH-EAST,98,DELIVERED,3
2025-03-04,SKU-005,WH-NORTH,60,DELIVERED,4
2025-03-04,SKU-006,WH-WEST,79,DELIVERED,6
2025-03-04,SKU-007,WH-SOUTH,22,DELIVERED,2
2025-03-04,SKU-009,WH-SOUTH,85,DELIVERED,8
2025-03-04,SKU-010,WH-EAST,85,DELIVERED,7
2025-03-05,SKU-001,WH-SOUTH,90,DELIVERED,2
2025-03-05,SKU-002,WH-SOUTH,32,DELIVERED,4
2025-03-05,SKU-003,WH-SOUTH,11,DELIVERED,7
2025-03-05,SKU-004,WH-SOUTH,38,DELIVERED,2
2025-03-05,SKU-005,WH-WEST,35,DELIVERED,6
2025-03-05,SKU-006,WH-EAST,58,DELIVERED,7
2025-03-05,SKU-007,WH-SOUTH,66,DELIVERED,6
2025-03-05,SKU-008,WH-WEST,60,DELIVERED,5
2025-03-05,SKU-009,WH-EAST,55,DELIVERED,7
2025-03-05,SKU-010,WH-EAST,10,DELIVERED,7
2025-03-06,SKU-001,WH-EAST,33,DELIVERED,2
2025-03-06,SKU-004,WH-NORTH,45,DELIVERED,9
2025-03-06,SKU-005,WH-EAST,92,DELIVERED,2
2025-03-06,SKU-008,WH-NORTH,44,DELIVERED,2
2025-03-06,SKU-009,WH-NORTH,50,DELIVERED,3
2025-03-07,SKU-002,WH-EAST,70,DELIVERED,9
2025-03-07,SKU-004,WH-WEST,97,DELIVERED,7
2025-03-07,SKU-006,WH-NORTH,53,DELIVERED,6
2025-03-07,SKU-007,WH-NORTH,21,DELIVERED,6
2025-03-07,SKU-008,WH-EAST,32,DELIVERED,9
2025-03-07,SKU-010,WH-EAST,73,DELIVERED,9
2025-03-08,SKU-001,WH-SOUTH,81,DELIVERED,9
2025-03-08,SKU-004,WH-NORTH,79,DELIVERED,8
2025-03-08,SKU-005,WH-SOUTH,73,DELIVERED,9
2025-03-08,SKU-006,WH-NORTH,47,DELIVERED,5
2025-03-08,SKU-007,WH-EAST,14,DELIVERED,4
2025-03-08,SKU-008,WH-EAST,74,DELIVERED,5
2025-03-08,SKU-010,WH-WEST,24,DELIVERED,6
2025-03-09,SKU-001,WH-WEST,27,DELIVERED,6
2025-03-09,SKU-002,WH-NORTH,27,DELIVERED,9
2025-03-09,SKU-004,WH-NORTH,86,DELIVERED,7
2025-03-09,SKU-007,WH-WEST,26,DELIVERED,5
2025-03-09,SKU-008,WH-NORTH,98,DELIVERED,8
2025-03-09,SKU-009,WH-SOUTH,93,DELIVERED,3
2025-03-09,SKU-010,WH-SOUTH,78,DELIVERED,3
2025-03-10,SKU-001,WH-NORTH,27,DELIVERED,5
2025-03-10,SKU-004,WH-SOUTH,58,DELIVERED,5
2025-03-10,SKU-005,WH-SOUTH,97,DELIVERED,8
2025-03-10,SKU-007,WH-NORTH,38,DELIVERED,6
2025-03-10,SKU-008,WH-NORTH,28,DELIVERED,7
2025-03-10,SKU-009,WH-NORTH,87,DELIVERED,2
2025-03-11,SKU-002,WH-NORTH,40,DELIVERED,2
2025-03-11,SKU-003,WH-SOUTH,98,DELIVERED,3
2025-03-11,SKU-004,WH-SOUTH,78,DELIVERED,6
2025-03-11,SKU-005,WH-WEST,83,DELIVERED,4
2025-03-11,SKU-006,WH-SOUTH,89,DELIVERED,4
2025-03-11,SKU-007,WH-WEST,65,DELIVERED,6
2025-03-11,SKU-008,WH-WEST,37,DELIVERED,8
2025-03-11,SKU-009,WH-EAST,10,DELIVERED,7
2025-03-11,SKU-010,WH-SOUTH,13,DELIVERED,8
2025-03-12,SKU-002,WH-WEST,98,DELIVERED,3
2025-03-12,SKU-003,WH-SOUTH,87,DELIVERED,2
2025-03-12,SKU-005,WH-WEST,99,DELIVERED,3
2025-03-12,SKU-006,WH-EAST,63,DELIVERED,8
